"Sort_ID","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Checker","Country","Region","Site_name","Site_ID","Paper_year","Study_midyear","YearsOfData","Annual_coverage","Latitude","Longitude","Elevation","MAT","MAP","MPET","Study_temp","Study_precip","Manipulation","Manipulation_level","Manipulation_age","IGBP.x","Ecosystem_age","Species","Leaf_habit","Ecosystem_state","LAI","Soil_family","Soil_texture","Soil_sand","Soil_silt","Soil_clay","Soil_rock","Soil_depth","Soil_BD","Soil_pH","Soil_SAR","Soil_SOC","Soil_C_stock","Soil_N","Soil_CN","Crust","Ksat","E","I30","EI30_R","K","L","Slope","Plant_cover_C","P","Meas_method","Field_scale","Field_area","Measure_time","Measure_interval","Replication","ER_annual_paper","ER_annual_units","Convertor","ER_annual","ER_Sedt_se","ER_Sedt_sd","ER_max","ER_maxday","Sediment_annual","Runoff_annual","Runoff_se","Runoff_sd","Runoff_max","Runoff_max_day","Leaching","Leaching_unit","Leaching_type","Data_source","Notes","Comments1","Comments2","Comment3","X","X.1","X.2","Tannual_del","Pannual_del","Latitude2","Longitude2","IGBP.y","Ecosystem","IGBP_group","barren_yn","ClimateTypes","MiddleClimate","Ecosystem2","MAT_Del","MAP_Del","IGBP","Soil_Group","Meas_method_group"
32,"2020-01-12",6," Malvar",NA,"Q0","JJ","XD","Portugal","Vouga River Basin","Jafafe","PT-VRBE-CP05J2",2013,2005,1,1,40.67,-8.44,NA,13.95,1229,NA,NA,365,"Multiple factors","Incline terracing, fire","","DBF",NA,"Eucalyptus globulus Ait.","Deciduous","Managed",NA,"Leptic Umbrisol","Sandy clay loam",55,15,30,NA,"",0.83,NA,NA,10,NA,NA,NA,NA,NA,NA,82.5,NA,NA,NA,19,NA,NA,"Runoff plot","Runoff plot",0.28,"",NA,NA,"","",NA,0.25,NA,NA,NA,"",NA,134,NA,NA,NA,"",NA,"","","Table 3","Extreme 80每85 mm h?1","","","",NA,NA,NA,14.525,1089.8,40.75,-8.25,"MF","Forest","MF",0,"Csb","Cs","T&B FOR",14.47,1585.84,"FOR","SCL","Runoff plot"
33,"2020-01-12",6," Malvar",NA,"Q0","JJ","XD","Portugal","Vouga River Basin","Soutelo","PT-VRBE-UP06S1",2013,2006,1,1,40.67,-8.34,NA,13.95,1229,NA,NA,398,"Multiple factors","Unploughed, fire","","DBF",NA,"Eucalyptus globulus Ait.","Deciduous","Managed",NA,"Leptic Umbrisol","Sandy loam",62,23,25,NA,"",0.86,NA,NA,5,NA,NA,NA,NA,NA,NA,82.5,NA,NA,NA,18,NA,NA,"Runoff plot","Runoff plot",0.28,"",NA,NA,"","",NA,0.05,NA,NA,NA,"",NA,26,NA,NA,NA,"",NA,"","","Table 3","Extreme 80每85 mm h?1","","","",NA,NA,NA,14.8416666666667,1679.8,40.75,-8.25,"MF","Forest","MF",0,"Csb","Cs","T&B FOR",14.47,1585.84,"FOR","SL","Runoff plot"
34,"2020-01-12",6," Malvar",NA,"Q0","JJ","XD","Portugal","Vouga River Basin","Soutelo","PT-VRBE-UP06S2",2013,2006,1,1,40.67,-8.34,NA,13.95,1229,NA,NA,398,"Multiple factors","Unploughed Logging, fire","","DBF",NA,"Eucalyptus globulus Ait.","Deciduous","Managed",NA,"Leptic Umbrisol","Sandy loam",56,24,20,NA,"",0.8,NA,NA,7,NA,NA,NA,NA,NA,NA,82.5,NA,NA,NA,20,NA,NA,"Runoff plot","Runoff plot",0.28,"",NA,NA,"","",NA,1.09,NA,NA,NA,"",NA,208,NA,NA,NA,"",NA,"","","Table 3","Extreme 80每85 mm h?1","","","",NA,NA,NA,14.8416666666667,1679.8,40.75,-8.25,"MF","Forest","MF",0,"Csb","Cs","T&B FOR",14.47,1585.84,"FOR","SL","Runoff plot"
35,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-SD60",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",0.15,"Entisol","Clay loam",49,29,22,NA,"",1.05,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,11.33,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Seedling","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
36,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-SD90",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",0.15,"Entisol","Clay loam",49,29,22,NA,"",1.05,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,11.33,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Jointing","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
37,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-SD120",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",0.15,"Entisol","Clay loam",49,29,22,NA,"",1.05,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,11.33,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Tasseling","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
38,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-JT60",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",1.01,"Entisol","Clay loam",49,29,22,NA,"",1.11,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,58.67,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Maturing","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
39,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-JT90",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",1.01,"Entisol","Clay loam",49,29,22,NA,"",1.11,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,58.67,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Seedling","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
40,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-JT120",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",1.01,"Entisol","Clay loam",49,29,22,NA,"",1.11,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,58.67,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Jointing","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
41,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-TS60",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",2.34,"Entisol","Clay loam",49,29,22,NA,"",1.22,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,81.67,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Tasseling","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
42,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-TS90",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",2.34,"Entisol","Clay loam",49,29,22,NA,"",1.22,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,81.67,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Maturing","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
43,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-TS120",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",2.34,"Entisol","Clay loam",49,29,22,NA,"",1.22,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,81.67,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Seedling","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
44,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-MT60",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",1.36,"Entisol","Clay loam",49,29,22,NA,"",1.24,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,66.33,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Jointing","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
45,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-MT90",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",1.36,"Entisol","Clay loam",49,29,22,NA,"",1.24,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,66.33,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Tasseling","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
46,"2020-01-12",7,"Luo",NA,"Q1","JJ","XD","China","Sichuan","Songtao town of yangjiang","CN-SC-MT120",2019,2017,NA,0.01,30.08,104.57,NA,NA,980,NA,NA,NA,"Reduced tillage","Ridge tillage, 15 height and 40 width","","CRO",NA,"Zea mays","","Managed",1.36,"Entisol","Clay loam",49,29,22,NA,"",1.24,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,66.33,NA,"Runoff plot","Runoff plot",2,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 5 and 7","Potential data quality for runoff","Maturing","","",NA,NA,NA,17.65,910.7,30.25,104.75,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",16.8,971.34,"CRO","CL","Runoff plot"
47,"2020-01-12",9,"Sachs",NA,"Q1","JJ","XD","Israel","Rohama","Rain-fed agricultural ?eld","IL-RHM-2CFC",2017,2005,NA,0.01,34.71,31.48,NA,NA,NA,NA,NA,NA,"Temperature change","Field capacity, 2 ⊥","","",NA,"None","","",NA,"Palexeralf soil (Loess)","loam",40,35,25,NA,"",1.61,7.7,2.44,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.165,NA,0,NA,"Runoff plot","Runoff plot",0.64075,"",NA,4,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 4 and 5","","","","",NA,NA,NA,NA,NA,34.75,31.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTH","L","Runoff plot"
48,"2020-01-12",9,"Sachs",NA,"Q1","JJ","XD","Israel","Rohama","Rain-fed agricultural ?eld","IL-RHM-2CHS",2017,2005,NA,0.01,34.71,31.48,NA,NA,NA,NA,NA,NA,"Temperature change","Hygroscopic, 2 ⊥","","",NA,"None","","",NA,"Palexeralf soil (Loess)","loam",40,35,25,NA,"",1.61,7.7,2.44,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.165,NA,0,NA,"Runoff plot","Runoff plot",0.64075,"",NA,4,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 4 and 5","","","","",NA,NA,NA,NA,NA,34.75,31.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTH","L","Runoff plot"
49,"2020-01-12",9,"Sachs",NA,"Q1","JJ","XD","Israel","Rohama","Rain-fed agricultural ?eld","IL-RHM-20CFC",2017,2005,NA,0.01,34.71,31.48,NA,NA,NA,NA,NA,NA,"Temperature change","Field capacity, 20 ⊥","","",NA,"None","","",NA,"Palexeralf soil (Loess)","loam",40,35,25,NA,"",1.61,7.7,2.44,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.165,NA,0,NA,"Runoff plot","Runoff plot",0.64075,"",NA,4,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 4 and 5","","","","",NA,NA,NA,NA,NA,34.75,31.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTH","L","Runoff plot"
50,"2020-01-12",9,"Sachs",NA,"Q1","JJ","XD","Israel","Rohama","Rain-fed agricultural ?eld","IL-RHM-20CHS",2017,2005,NA,0.01,34.71,31.48,NA,NA,NA,NA,NA,NA,"Temperature change","Hygroscopic, 20 ⊥","","",NA,"None","","",NA,"Palexeralf soil (Loess)","loam",40,35,25,NA,"",1.61,7.7,2.44,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.165,NA,0,NA,"Runoff plot","Runoff plot",0.64075,"",NA,4,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 4 and 5","","","","",NA,NA,NA,NA,NA,34.75,31.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTH","L","Runoff plot"
51,"2020-01-12",9,"Sachs",NA,"Q1","JJ","XD","Israel","Rohama","Rain-fed agricultural ?eld","IL-RHM-35CFC",2017,2005,NA,0.01,34.71,31.48,NA,NA,NA,NA,NA,NA,"Temperature change","Field capacity, 35 ⊥","","",NA,"None","","",NA,"Palexeralf soil (Loess)","loam",40,35,25,NA,"",1.61,7.7,2.44,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.165,NA,0,NA,"Runoff plot","Runoff plot",0.64075,"",NA,4,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 4 and 5","","","","",NA,NA,NA,NA,NA,34.75,31.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTH","L","Runoff plot"
52,"2020-01-12",9,"Sachs",NA,"Q1","JJ","XD","Israel","Rohama","Rain-fed agricultural ?eld","IL-RHM-35CHS",2017,2005,NA,0.01,34.71,31.48,NA,NA,NA,NA,NA,NA,"Temperature change","Hygroscopic, 35 ⊥","","",NA,"None","","",NA,"Palexeralf soil (Loess)","loam",40,35,25,NA,"",1.61,7.7,2.44,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.165,NA,0,NA,"Runoff plot","Runoff plot",0.64075,"",NA,4,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Figure 4 and 5","","","","",NA,NA,NA,NA,NA,34.75,31.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTH","L","Runoff plot"
53,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-H1",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,19.1,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
54,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-H2",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,21.4,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
55,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-H3",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,22.3,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
56,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-H4",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,26.9,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
57,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-M1",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,5.9,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
58,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-M2",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,5,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
59,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-M3",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,12.3,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
60,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-M4",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13.2,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
61,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-L1",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,1.8,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
62,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-L2",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,1.8,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
63,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-L3",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,3.2,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
64,"2020-01-12",10,"Nouwakpo",NA,"Q0","JJ","XD","USA","Utah","City of Ferron","US-UT-L4",2018,2006,NA,0.01,39.09,-111.13,NA,NA,202.5,NA,NA,NA,"None","","","",NA,"","","",NA,"Chipeta series","Silt loam",11.5,66.7,21.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,2.7,NA,"Runoff plot","Runoff plot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,4.85,419.7,39.25,-111.25,"GRA","Grassland","GRA",0,"Dfb","Df","Grassland",4.4,435.21,"OTH","SiL","Runoff plot"
65,"2020-01-20",12,"Zhang",NA,"Q0","JJ","XD","China","Shaanxi","Shenmu station","CN-SN-INF167",2015,2003,NA,0.01,38.93,110.88,966,NA,440,NA,NA,NA,"None","","","CSH",NA,"Caragana korshinskii Kom., Hippophae rhamnoides L.","Deciduous","",NA,"Loessial sand","Silt loam",30.17,56.54,13.29,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,36,NA,NA,"Runoff plot","Runoff plot",30,"",NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 1","","","","",NA,NA,NA,8.34166666666667,592,38.75,110.75,"GRA","Grassland","GRA",0,"Dwa","Dsw","Grassland",8.24,460.39,"CSH","SiL","Runoff plot"
